Data,Eólica,Fotovoltaica,Hidráulica,Outras,Térmica,Eólica_N,Eólica_NE,Eólica_S,Eólica_SE,Fotovoltaica_N,Fotovoltaica_NE,Fotovoltaica_S,Fotovoltaica_SE,Hidráulica_N,Hidráulica_NE,Hidráulica_S,Hidráulica_SE,Outras_N,Outras_NE,Outras_S,Outras_SE,Térmica_N,Térmica_NE,Térmica_S,Térmica_SE
2012-11-30,414.11695833333334,,44161.927879166666,687.0546819444444,12749.50674888889,,292.59940416666666,121.51755416666666,,,,,,2531.9434166666665,4570.267819444444,5281.709902777778,31778.00674027778,,0.0,1.4848069444444443,685.569875,305.01166666666666,3082.6673930555557,1611.062970833333,7750.764718333333
2012-12-31,450.80642338709674,,46865.77544354839,619.0887298387097,11852.305412634409,,346.73996774193546,104.06645564516128,,,,,,4131.960430107527,6162.476209677419,4525.327392473118,32046.01141129032,,0.0,1.6009341397849464,617.4877956989247,316.3977956989247,3192.548311827957,1463.2531801075268,6880.106125
2013-01-31,397.87710483870967,,46267.68535215054,510.46120026881715,11026.612997311828,,281.9498951612903,115.92720967741936,,,,,,4985.857096774193,5149.742956989247,6869.798427419355,29262.286870967742,,0.0,1.1527325268817206,509.3084677419355,438.6977956989247,3402.6269112903224,1799.5114193548388,5385.776870967742
2013-02-28,444.07936160714286,,49092.56354017857,496.8282142857143,10993.229483630954,,345.0525550595238,99.02680654761905,,,,,,7219.650297619048,3964.9224702380952,6933.342604166667,30974.64816815476,,0.0,1.5459374999999997,495.2822767857143,583.3744791666667,3336.0382366071426,1821.7883809523807,5252.028386904762
2013-03-31,406.2941115591398,,48969.4465188172,563.4154018817204,10172.495,,292.217872311828,114.07623924731182,,,,,,7899.516424731182,3865.974677419355,7751.9689112903225,29451.986505376346,,0.0,1.469529569892473,561.945872311828,590.785752688172,2874.6287701612905,1739.3785094086022,4967.701967741936
2013-04-30,319.5346486111111,,47978.42887916666,690.4624027777778,9559.733918055555,,191.78868888888888,127.74595972222222,,,,,,8009.910013888889,3934.7034444444444,7734.621055555555,28299.194365277777,,0.0,1.4574305555555553,689.0049722222222,996.5387083333334,2185.7869444444445,1399.1268597222222,4978.2814055555555
2013-05-31,326.15336693548386,,44874.733583333335,863.406306451613,10100.411248790322,,229.91282123655913,96.24054569892473,,,,,,7895.170362903225,3487.8637768817202,5987.840067204301,27503.859376344084,,0.0,1.5485685483870968,861.8577379032258,868.6331370967742,2892.3047405913976,1788.8449704301077,4550.628400672043
2013-06-30,346.90318472222225,,43951.65861666667,854.576638888889,10676.048144444445,,242.1739597222222,104.729225,,,,,,4333.975416666666,3467.571375,7576.151777777778,28573.960047222223,,0.0,1.327972222222222,853.2486666666667,1133.360698611111,3099.4380375,1448.590175,4994.659233333334
2013-07-31,399.3371155913979,,46317.51118413979,978.0946505376345,8982.932815860215,,291.9179905913978,107.419125,,,,,,3773.1506048387096,4019.6843279569894,9553.748306451613,28970.92794489247,25.944345238095234,0.0,1.3114516129032259,970.9247983870969,1473.566310483871,1889.005694892473,1250.472255376344,4369.888555107527
2013-08-31,550.9375806451612,,47115.55500026881,1176.9121728494624,9400.590173387096,,415.12407661290325,135.81350403225807,,,,,,3583.4630510752686,3646.3927583333334,11457.575954301075,28428.123236559142,51.27729838709677,0.0,1.3269981182795698,1124.307876344086,1757.0428400537633,1789.1621236559142,1283.6126747311828,4570.772534946236
2013-09-30,617.6330361111111,,47732.218824999996,1193.455960138889,9596.258691666668,,478.3270013888889,139.30603472222222,,,,,,4008.1199583333337,3739.573736111111,11570.940222222222,28413.584908333334,42.20715277777778,0.0,1.2682518055555556,1149.9805555555556,1671.0883319444442,2547.5703541666667,1102.4979638888888,4275.102041666667
2013-10-31,662.5884777927322,,48692.60952624495,1205.1404006729476,9724.874936069986,,501.28863526244953,161.29984253028263,,,,,,3523.649542395693,3881.400148048452,11959.5966756393,29327.963160161504,30.646016150740245,0.0,1.1289471063257066,1173.3654374158816,1814.501952220727,2564.234049528937,967.0205195154779,4379.118414804845
2013-11-30,691.6320638888889,,48087.94553055555,1112.8479902777776,10627.661641666667,,493.3276333333333,198.30443055555557,,,,,,2836.746513888889,3661.0813055555554,10830.558625,30759.55908611111,38.96636111111111,0.0,1.2817819444444445,1072.5998472222223,1929.2929152777776,2946.790933333333,1043.5649458333332,4708.012847222222
2013-12-31,563.9303902777777,,47896.56241397849,974.7883166666667,9529.532683333333,,429.95376666666664,133.9766236111111,,,,,,3683.695069444445,3709.884097222222,9023.900806451613,32774.83782777778,40.97702777777778,0.0,0.718011111111111,933.0932777777779,1923.9202526881722,2583.0243833333334,1017.5787333333333,4258.529728333333
2014-01-31,629.1855244112903,,53029.66880107527,776.4404653225806,11049.714107123655,,488.02663978494627,141.1588846263441,,,,,,7266.263561827956,3701.459865591398,10096.25443548387,31965.69093817204,106.77216397849463,0.0,0.9153846774193548,668.7529166666667,1969.3590994623655,3506.001168951613,1302.4386478494625,4271.915190860215
2014-02-28,659.6118637037038,,52256.66113734568,827.6119887345678,13181.031465178572,,462.9351080246914,196.67675567901233,,,,,,7779.501450617285,3458.219182098765,8872.963317901234,32145.977186728396,147.98638888888888,0.0,2.068562808641975,677.557037037037,2050.537450617284,3647.2062814814817,1681.7768331790123,6065.065205803571
2014-03-31,600.7671058512768,,47893.15020564516,962.1793932795699,13870.56959153226,,409.89473892520164,190.87236692607527,,,,,,7613.135564516129,3502.969569892473,8822.632701612903,27954.412369623657,133.9761693548387,0.0,2.5833610215053766,825.6198629032258,2088.3455295698923,3556.6449637096775,1856.0161696236557,6369.562928629032
2014-04-30,573.4412643508194,,46442.13775833334,1162.8903427777777,12717.358183333334,,374.7357154605417,198.70554889027778,,,,,,7846.020541666667,3478.1029166666667,8501.685958333333,26616.328341666667,186.03658333333334,0.0,2.6041483333333333,974.2496111111111,2032.3655111111111,3464.189573611111,1750.1653638888888,5470.637734722222
