Data,Eólica,Fotovoltaica,Hidráulica,Outras,Térmica,Eólica_N,Eólica_NE,Eólica_S,Eólica_SE,Fotovoltaica_N,Fotovoltaica_NE,Fotovoltaica_S,Fotovoltaica_SE,Hidráulica_N,Hidráulica_NE,Hidráulica_S,Hidráulica_SE,Outras_N,Outras_NE,Outras_S,Outras_SE,Térmica_N,Térmica_NE,Térmica_S,Térmica_SE
2019-07-10,6205.066958333333,484.16645833333337,42229.220708333334,2376.181125,8892.8905,165.08725,5904.7,135.27970833333333,,,309.47425,,174.69220833333335,5734.713916666667,2424.3831666666665,10024.793583333334,24045.330041666664,184.85733333333334,217.03370833333335,206.83820833333334,1767.451875,1999.569166666667,1726.8853749999998,350.965625,4815.470333333334
2019-07-11,6672.115958333333,461.2260833333333,41972.33025,2283.4159583333335,9233.145041666667,101.767625,6321.9492083333325,248.399125,,,288.40904166666667,,172.81704166666668,5537.021791666666,2386.42175,9579.419625,24469.467083333333,185.18420833333334,92.30583333333334,215.85133333333332,1790.0745833333333,2061.010375,1915.2315833333332,684.1455416666666,4572.757541666667
2019-07-12,6533.773833333333,506.16204166666665,41751.97741666667,2336.0737083333333,9629.855958333334,165.95304166666668,5862.526291666666,505.29449999999997,,,335.60316666666665,,170.558875,5073.052625,2275.474625,9755.123041666668,24648.327125,186.12995833333332,133.67020833333333,214.94595833333335,1801.3275833333335,2340.701416666667,2250.356333333333,682.5964166666666,4356.201791666667
2019-07-13,5327.412333333333,484.73775,38658.435625,2389.9552916666667,8997.35975,268.11562499999997,4652.327458333333,406.96925000000005,,,321.99970833333333,,162.73804166666665,4559.018541666667,2421.8827916666664,7308.411416666667,24369.122875,189.77475,189.10475,203.51075,1807.5650416666667,1893.1135416666666,1950.14875,805.75275,4348.344708333333
2019-07-14,5199.840499999999,514.7019583333333,34105.06691666667,2329.0201666666667,8937.50525,244.6595,4612.179,343.002,,,348.8222083333333,,165.87975,4202.787499999999,2345.627625,4627.635458333333,22929.016333333333,177.02087500000002,211.61791666666667,202.915625,1737.46575,1896.204125,1527.854875,1175.1111666666668,4338.335083333333
2019-07-15,6141.658375,491.04375,41594.896791666666,2385.548208333333,10042.01075,168.16829166666668,5669.919416666667,303.5706666666667,,,333.04466666666667,,157.99908333333335,4826.31575,2268.5138333333334,9842.223083333332,24657.844125,180.35170833333333,171.57066666666665,198.042875,1835.5829583333334,2348.6655,1955.0004583333332,1200.3749166666666,4537.969875
2019-07-16,5609.835708333333,500.17275,42952.41025,2243.4828333333335,10576.198833333334,208.93483333333333,4913.176833333334,487.72404166666666,,,354.066875,,146.105875,4808.489291666667,2465.590541666667,10303.797166666667,25374.533249999997,186.843125,119.93695833333334,202.41970833333335,1734.2830416666666,2581.0400833333333,2283.4671249999997,1282.0735833333333,4429.618041666667
2019-07-17,6424.250875000001,495.14750000000004,41751.977875000004,2241.8799166666668,10583.028041666666,143.612875,5753.921791666667,526.7162083333334,,,352.22920833333336,,142.91829166666668,4651.74125,2302.5417916666665,9782.08175,25015.613083333334,182.96787500000002,120.47141666666666,217.55779166666665,1720.8828333333333,2542.2261249999997,2253.71275,1326.5274166666666,4460.56175
2019-07-18,9218.841208333333,499.30491666666666,39276.128541666665,2369.1415,9902.002458333334,119.48641666666667,8007.810083333334,1091.5447083333333,,,345.62224999999995,,153.68266666666668,4311.401125,2304.381375,8977.494083333333,23682.851958333336,186.790125,122.83154166666667,233.9283333333333,1825.5915000000002,2155.4730416666666,1923.8596666666665,1336.9392500000001,4485.730500000001
2019-07-19,8439.4445,479.55129166666666,40011.398125,2429.656916666667,9834.73025,47.721000000000004,7964.343291666667,427.3802083333333,,,314.73449999999997,,164.81679166666666,4377.964708333334,2283.4761249999997,9504.539041666667,23845.41825,184.18541666666667,212.88816666666665,239.533875,1793.0494583333332,2170.5587083333335,2015.515,1317.3627083333333,4331.293833333333
2019-07-20,7910.624875,455.281,37478.89941666667,2498.483625,7272.973916666667,113.668,7163.419541666666,633.5373333333333,,,284.27708333333334,,171.00391666666667,5112.41125,2542.3775,5678.062125,24146.048541666667,180.17058333333333,215.181375,229.96929166666666,1873.1623749999999,1277.2362916666666,849.174375,1347.2945833333333,3799.268666666667
2019-07-21,8452.224125,378.86474999999996,31713.557249999998,2323.4354583333334,7393.855833333334,138.49766666666667,6877.6317500000005,1436.0947083333333,,,229.6352916666667,,149.22945833333333,4440.310291666667,2378.8521666666666,3676.070916666667,21218.323875,190.98475,168.74608333333333,230.376125,1733.3284999999998,1139.6991666666665,726.8090000000001,1346.5036666666667,4180.844
