Data,CARGA_N,CARGA_NE,CARGA_S,CARGA_SE
2011-08-31,4078.852150535726,8138.98487903,9301.970793006842,34700.30616935101
2011-09-30,4127.865069442111,8279.480777775556,9115.000541662666,34834.43644444058
2011-10-31,4068.353310900364,8396.316742930969,9260.213526241252,34428.00380887946
2011-11-30,4041.6170555535,8408.747666664263,9591.617555552444,34742.622263885685
2011-12-31,4067.6994220404436,8525.969744620834,9818.172298384436,35081.43462365188
2012-01-31,4004.5516801047584,8608.900583330753,10168.291767470659,35138.74673386668
2012-02-29,4072.5193390778163,8541.473060342141,10988.82391091668,37785.02738505345
2012-03-31,4149.5107661259135,8915.61448386797,10625.366423384448,38142.09158198507
2012-04-30,4189.552986108291,8871.773947219375,9712.796963887098,36429.94181805156
2012-05-31,4116.465873653226,8755.930823921813,9683.714735213292,34040.256873651466
2012-06-30,3933.951458331222,8484.002141664263,9369.227181941236,32396.575495518362
2012-07-31,3927.9086559120296,8404.708447578252,9376.48123521215,32553.345219082014
2012-08-31,4044.9122983852153,8473.091509406224,9713.456751824611,34867.9263375013
2012-09-30,4130.994361109097,8745.601811108514,9439.254338885792,35552.698570829525
2012-10-31,4105.937563928034,8779.366543739112,9706.524188234429,36868.81016150368
2012-11-30,4041.7050419409165,9018.905463885985,10308.612054469904,34588.82193228021
2012-12-31,3932.702016126438,9151.668104835471,10275.058479835981,36179.256622307665
2013-01-31,3955.971182793024,9196.486954297889,10510.62418413668,34415.279051071426
2013-02-28,4068.5633779730206,9328.824973211667,10968.340738092546,36703.99057737769
2013-03-31,4218.4884542977015,9582.054330642151,10169.06133467469,36142.0469126308
2013-04-30,4244.86418055175,9621.260772219723,10166.191041663458,34505.93809027394
2013-05-31,4215.808715050269,9129.657575266208,9773.154057390162,33046.062208232084
2013-06-30,4017.345504164167,8996.602024997472,9846.387580552806,32968.85205832983
2013-07-31,4637.3490524164645,8926.608591395632,10152.856165319396,32891.39691666312
2013-08-31,5179.057409943293,8988.837412638655,10035.219345991236,33964.245596770634
2013-09-30,5188.624887497292,9218.268161108486,9869.15586207957,34766.62410277386
2013-10-31,5141.876864779623,9521.641123986217,10163.577788583001,35404.5632744179
2013-11-30,5038.768887496986,9498.027774997223,10514.14699166293,35381.61605833014
2013-12-31,5008.70937903,9239.281206987163,10529.361942201169,34175.79883776527
2014-01-31,5182.911962361868,9707.139367863589,11774.174973601546,38704.86075268437
2014-02-28,5202.691200613874,9441.670461901978,11973.699232730522,38431.879397806755
2014-03-31,5190.216981179261,9712.331853169127,10870.851655175686,37542.74462332668
2014-04-30,5224.975316663153,9773.347094621195,10398.650031792848,35486.96579860801
2014-05-31,5127.9417896813575,9526.025458000551,10019.662590612177,35309.271079019505
2014-06-30,4984.798356474569,9141.542325400069,9923.48875321907,34120.948999252694
2014-07-31,4995.0292473090185,9207.398418044168,10128.576091614368,34146.18142203841
2014-08-31,5116.611075265954,9235.903880829448,9943.656726391062,34537.10420948623
2014-09-30,5294.309505552542,9590.702414560055,9959.568614493457,36110.882468052405
2014-10-31,5114.670739244476,9702.656233003332,10466.901534640068,37008.22645026562
2014-11-30,5151.165651660069,9826.49644665739,10751.633757595624,36280.76299582979
2014-12-31,5068.561698921774,9665.715613257393,10716.197056345121,36171.190920308414
2015-01-31,4992.721399189973,10042.264085599261,11607.68245656926,40467.71431451257
2015-02-28,5002.30020535366,10003.646017426354,11707.078167163318,39133.782589086724
2015-03-31,5091.454929208643,10058.703664078039,11622.857322077634,38210.43229965636
2015-04-30,5155.885255743377,9720.110598683486,10095.788265474861,34568.779483796054
2015-05-31,5120.860087361842,9804.350262006183,9837.773028289395,33218.03084408276
2015-06-30,5086.498749611458,9447.666171366069,9769.189784719527,32475.565006805402
2015-07-31,5020.198208330268,9109.736863200444,9805.117551531035,33015.54693413637
2015-08-31,5236.491520158723,9208.784721469892,9947.69587109828,33889.70697314989
2015-09-30,5547.03068333068,9579.984389498042,9914.575292285499,35495.76578749624
2015-10-31,5531.401686825752,9883.634821144704,10142.578672979758,36588.3932540288
2015-11-30,5459.614206942125,10172.925130841471,10150.427608823986,36322.04513332956
2015-12-31,5383.415646503145,10087.102327894141,10235.124501745766,36608.28138574816
2016-01-31,5142.322063169529,9582.803545464127,11258.149589458253,36556.05079741327
2016-02-29,5239.368158042887,9926.127435916695,11765.528056230662,39524.4383377102
2016-03-31,5293.719606179892,10379.101646503172,10942.511262680968,38455.00303057153
2016-04-30,5404.040720829347,9747.009518051542,11066.527987131778,37695.70252421625
2016-05-31,5301.940891126155,10059.764106717943,9965.467913975175,33979.380880372526
2016-06-30,5170.980833330833,9808.76987916414,10614.518765274403,33271.71149582965
2016-07-31,5206.9549784920155,9553.558733868133,10130.529838706585,33182.598466393996
2016-08-31,5478.996905911734,9669.979807657674,10268.235754028898,34310.108677550794
2016-09-30,5447.029293053556,9897.171191663874,10086.5617361075,34770.65704721839
2016-10-31,5454.077545724691,10161.435635750055,10198.583774325014,35107.34319085617
2016-11-30,5581.770272220167,10214.075152636402,10780.67544388554,34743.506672218195
2016-12-31,5234.089872308723,10214.778135749933,11188.526189109274,35760.87850268429
2017-01-31,5077.383098115121,10502.294361556815,11900.663075399678,38977.415793006854
2017-02-28,5165.330675591265,10535.212052947129,12529.683537050045,40063.099267853526
2017-03-31,5392.109764781129,10768.35364784738,11668.025297040162,39435.951504028344
2017-04-30,5287.421918052014,10364.334584719583,10432.531324997375,35806.006324996
2017-05-31,5590.2041922009275,10271.39256585824,10260.224654567755,34414.13596760399
2017-06-30,5474.736593052208,9900.80102083086,10338.187906940791,33858.78285555204
2017-07-31,5307.818177416546,9408.810325265646,10483.783413975578,32552.037575264905
2017-08-31,5572.566530911599,9772.246153088292,10610.790693545188,33822.721763436726
2017-09-30,5625.763658330277,9701.747136107626,10793.343718052944,35533.97454832954
2017-10-31,5593.0398104814385,10217.201142470458,10458.867182792756,36556.888405909944
2017-11-30,5554.895680553097,10371.39263055293,10811.512265273721,35812.94646666297
2017-12-31,5383.587410816613,10462.24134403629,11376.120185480699,36736.47460261738
2018-01-31,5275.120869957486,10540.964911287958,11694.574129029423,39014.780317200224
2018-02-28,5383.36953422247,10360.760217259673,12090.044486604078,38538.90676190085
2018-03-31,5561.75676209293,10573.494970428159,11891.158577954195,40027.9812352106
2018-04-30,5318.735933329667,10367.044936108847,11543.85051526725,36675.95145138465
2018-05-31,5184.072057791788,10193.68760618035,10430.373087414571,34197.82450940446
2018-06-30,5221.353618051778,9852.018283329944,10608.295929164222,33858.13522221893
2018-07-31,5115.063728491115,9830.900068545026,10742.015823897218,33919.25572983484
2018-08-31,5278.884990588104,9976.723931448561,10694.293927530403,34465.4632163941
2018-09-30,5402.494604163861,10233.539184718973,10456.39635694089,35488.20446388493
2018-10-31,5431.138658599355,10800.472940857755,10755.89059677422,36868.9275618242
2018-11-30,5286.901205552486,10771.563545830473,11295.32456525864,36674.60329860713
2018-12-31,5137.020173382769,10447.940553760955,11532.71760340516,38158.380706985474
2019-01-31,5298.128146501465,10930.887412632042,12833.959420725403,42133.92754166223
2019-02-28,5503.673769341443,11239.434349700105,12392.629800592113,40667.004194936424
2019-03-31,5416.767626340067,10848.002637403912,11542.726841395011,38892.68261155441
2019-04-30,5364.514727774097,10927.682327775763,11319.705358330402,37888.03235416249
2019-05-31,5514.0322419318145,10826.004604836358,10705.123001340578,35795.57021236203
2019-06-30,5448.672223608028,9922.855797219056,10502.498350103917,34226.92128333001
2019-07-31,5374.945626341263,9820.862413975201,10699.196267470443,33569.62161961966
2019-08-31,5541.225850803898,9774.326106178898,10807.314215050752,34180.652114243254
2019-09-30,5662.780265275001,10106.945804163306,10731.136368052805,36699.72320138492
2019-10-31,5596.460471771169,10696.636771502526,11370.052662631828,37918.254336017395
2019-11-30,5703.990416664056,11085.555519441723,11552.506529163695,37089.426491662736
2019-12-31,5580.738530910712,11129.115243277123,11626.437748653334,36887.268131716635
2020-01-31,5411.99844354488,10952.558877685913,12599.132947578668,39577.56754905535
2020-02-29,5513.525329019468,10995.70531177931,12781.990464079283,39505.45249568572
2020-03-31,5347.473907253911,10597.096494621559,12310.28610752582,37954.85326746969
2020-04-30,4921.12052221782,9592.039329163681,10265.750226387361,32396.51654166289
2020-05-31,5111.484349458158,9470.411504029125,10095.401204312715,31278.080145157193
2020-06-30,5286.122736107263,9441.394874996611,10185.782777776416,32643.978520829525
2020-07-31,5387.090896502312,9612.534336018265,10414.714665319623,33652.790643813336
2020-08-31,5753.430108868361,9809.270948920926,10424.31068685945,34682.81422445851
2020-09-30,5918.471972219541,10132.212884718721,11012.739776385457,38260.485754162735
2020-10-31,5961.544251341438,11048.550873652903,11537.247294353267,38984.22081451197
2020-11-30,5777.465572219778,10790.926198607722,11927.270477191612,37609.394794440086
2020-12-31,5806.535923384611,11165.524768814343,11917.913863172567,39185.010754028226
2021-01-31,5519.242180104113,11104.463098115524,12380.838608165577,40893.72826209312
2021-02-28,5661.049352675238,11218.179636902632,12689.414065551726,40791.12648660357
2021-03-31,5821.535728490672,11499.665245965834,12923.315173384892,41979.19972445891
2021-04-30,6006.173690273694,11163.710490274862,12000.242365244376,38720.87850694078
2021-05-31,6008.307764781493,10767.942676072473,11421.819905912555,38155.860604835325
2021-06-30,5959.3354472193605,10967.231370830432,11291.336390275514,37596.18125138532
2021-07-31,5939.406758062163,11038.132947577407,11619.345924728359,36489.124572577464
2021-08-31,6283.027196234409,11276.101979835243,11642.065165319918,38117.234698921304
2021-09-30,6351.7732027753045,11972.59602638511,11449.036748608223,40340.279733330375
2021-10-31,6170.160716394221,12179.026026504622,11084.2961841357,37630.33486204961
2021-11-30,6124.615224996514,11923.984643052652,12468.522041664764,39761.9424263854
2021-12-31,5973.280126340431,11664.32136088394,12665.256057793818,39777.99161693153
2022-01-31,5763.092818544543,11272.549063169396,13600.339452955324,41225.27089515837
2022-02-28,5855.547776782008,11754.36664285457,13706.167395831726,42446.904150294125
2022-03-31,5688.881559135927,11567.363716395213,12617.743708331682,44403.23449999652
2022-04-30,5851.573697218417,11332.976533330597,11135.387280553598,40913.24448055221
2022-05-31,6039.453943544879,11080.756221099287,11049.632953417096,38288.29811424373
2022-06-30,6068.855737496681,10408.504999994944,11211.195036009778,37455.668652772874
2022-07-31,6279.739420695632,10488.68696236082,11335.330448625808,37825.300405909235
2022-08-31,6583.721846771426,10808.890258059273,11085.673817589919,38015.061432790724
2022-09-30,6698.695501386305,10992.91050971743,11042.749065623291,38464.87207221765
2022-10-31,6642.540271502674,11621.156887092084,10787.156779614475,39624.203094081335
2022-11-30,6590.3154402750415,11456.447676384458,11383.324640273417,38870.22297360631
2022-12-31,6482.192267469703,11308.88266262969,12020.770423383266,38733.354143812205
2023-01-31,6301.595373652057,11510.283720425765,13003.633719082418,39957.98983736089
2023-02-28,6432.479733627068,11813.240264877084,13121.993828865418,42456.55918005505
2023-03-31,6651.457081985511,11487.93622580211,13524.777592528373,43184.88506585551
2023-04-30,6798.249494440486,11321.735759718347,11549.969252733918,39473.588624995544
2023-05-31,7190.165301071411,11956.659622307809,12072.260621772259,39817.59433736105
2023-06-30,7115.847258330098,11653.244399995861,11714.029734693,38619.006366661866
2023-07-31,7210.47313306164,11600.140581984624,11801.396719808508,38360.98819488735
2023-08-31,7557.022560480995,11989.970827952528,12204.290502667487,40747.4226317155
2023-09-30,7746.975040275251,12315.05936666257,12237.747963884498,43415.48387499552
2023-10-31,7763.9054045668945,13051.162861554958,12344.29465741645,44093.899512091964
2023-11-30,7618.252411108514,13514.73684305193,13212.251165273055,46313.88861249547
2023-12-31,7249.953428333965,13170.854274225603,14019.737479991249,46195.9226235394
2024-01-31,7282.6163198898785,13173.178837361585,14048.422709672985,45239.24634945711
2024-02-29,7311.073886490847,13191.391191087989,15666.29641091454,46597.77787499556
2024-03-31,7383.893146501788,13409.232362899382,14535.687283597474,47170.8040645122
2024-04-30,7441.539529163333,13074.199491662597,13518.555294440166,45701.51849860665
2024-05-31,7703.422045695053,12821.144970425872,12542.552846769824,44316.92672311424
2024-06-30,7721.253570830236,12193.805612495835,12601.212051384402,41439.08901805122
2024-07-31,7813.434466394745,12296.83217875887,12955.000212361303,41012.28707123239
2024-08-31,8105.583682792407,12832.086068544126,13015.815580641021,42059.60186289926
2024-09-30,8498.044363885112,13109.959158329028,12846.214137496057,45974.77832638489
2024-10-31,8375.464581985847,13749.614221769718,13452.274934135565,45186.27491128592
2024-11-30,8294.474329163222,13833.600749995529,14324.712020828776,44152.97193610654
2024-12-31,7895.489940857016,13769.78814515711,13162.192505372082,44722.32276746853
2025-01-31,7636.911807792109,13413.739379028251,15296.750024189114,46753.53152956551
2025-02-28,7705.452858627351,13739.950529757918,16712.7849583286,51048.59059672229
2025-03-31,7945.508029566089,13790.456536286478,15662.133755371748,48550.610760748255
2025-04-30,8099.9443513846945,13829.25212082922,13190.357061107889,44250.028765273164
2025-05-31,8093.096937495928,13342.157749995624,13035.896119315019,42084.832876889566
