Data,NIN 1.2_sst,NIN 3_sst,NIN 3.4_sst,NIN 4_1_sst,NIN 4_2_sst
01/01/2000,296.47656,296.71484,297.8374,301.82373,299.24365
02/01/2000,296.51294,296.71704,297.82104,301.85815,299.23315
03/01/2000,296.5376,296.7588,297.8208,301.8794,299.23584
04/01/2000,296.5957,296.7998,297.84473,301.8672,299.25098
05/01/2000,296.65308,296.8562,297.89038,301.8269,299.27026
06/01/2000,296.7334,296.92236,297.94873,301.75732,299.271
07/01/2000,296.8335,296.9961,298.0005,301.68408,299.25244
08/01/2000,296.91455,297.06396,298.0083,301.60205,299.21436
09/01/2000,296.97925,297.11792,297.98462,301.54126,299.17212
10/01/2000,297.0288,297.13135,297.95068,301.5083,299.1294
11/01/2000,297.06274,297.135,297.91382,301.48218,299.0974
12/01/2000,297.1228,297.12622,297.89087,301.47485,299.06763
13/01/2000,297.21118,297.11694,297.88647,301.4724,299.0398
14/01/2000,297.30273,297.11768,297.90674,301.49463,299.0171
15/01/2000,297.32983,297.14624,297.90405,301.52417,299.01245
16/01/2000,297.34473,297.16602,297.89648,301.55762,299.01758
17/01/2000,297.33594,297.1836,297.896,301.5835,299.0415
18/01/2000,297.2522,297.1643,297.87817,301.57153,299.08618
19/01/2000,297.18018,297.1167,297.86768,301.53662,299.1294
20/01/2000,297.11353,297.08618,297.84497,301.4973,299.16724
21/01/2000,297.08862,297.06372,297.83667,301.46362,299.19214
22/01/2000,297.10132,297.0598,297.84155,301.4187,299.20483
23/01/2000,297.2063,297.09595,297.82788,301.37378,299.20288
24/01/2000,297.3838,297.1455,297.83105,301.34766,299.19043
25/01/2000,297.58228,297.1985,297.83423,301.3391,299.16626
26/01/2000,297.92505,297.2727,297.8557,301.3606,299.1272
27/01/2000,298.21777,297.38965,297.8745,301.37354,299.06592
28/01/2000,298.48096,297.5786,297.89355,301.36133,298.97852
29/01/2000,298.65845,297.74194,297.91187,301.3435,298.8933
30/01/2000,298.75732,297.83838,297.93115,301.32275,298.8501
31/01/2000,298.7942,297.89526,297.9568,301.31128,298.81128
01/02/2000,298.85254,297.96338,297.98975,301.30518,298.78564
02/02/2000,298.9629,298.10498,298.0293,301.28516,298.76172
03/02/2000,299.10962,298.2859,298.06323,301.27612,298.75854
04/02/2000,299.20312,298.3911,298.07373,301.26904,298.771
05/02/2000,299.2583,298.46582,298.0786,301.24658,298.81104
06/02/2000,299.26538,298.5227,298.08276,301.2058,298.84644
07/02/2000,299.21558,298.5232,298.1062,301.14722,298.88843
08/02/2000,299.0935,298.5056,298.1267,301.09448,298.92456
09/02/2000,298.96045,298.45068,298.1421,301.06982,298.94287
10/02/2000,298.81177,298.40112,298.16187,301.0652,298.9392
11/02/2000,298.71655,298.35474,298.17456,301.04272,298.94507
12/02/2000,298.65576,298.3457,298.19775,301.0083,298.9673
13/02/2000,298.6704,298.37354,298.2251,300.9995,298.99268
14/02/2000,298.77295,298.42822,298.25342,300.9917,298.98877
15/02/2000,298.9253,298.5,298.2666,301.0039,298.9707
16/02/2000,299.0835,298.5547,298.2881,301.01367,298.95312
17/02/2000,299.39233,298.61597,298.33276,300.99976,298.93628
18/02/2000,299.64697,298.6621,298.3667,300.98193,298.9204
19/02/2000,299.75928,298.67236,298.36377,300.95947,298.92432
20/02/2000,299.88818,298.687,298.36475,300.93408,298.937
21/02/2000,299.8672,298.70703,298.35156,300.90625,298.96582
22/02/2000,299.84692,298.72778,298.36792,300.87573,298.97437
23/02/2000,299.86475,298.76318,298.3999,300.8589,298.98486
24/02/2000,299.85596,298.80225,298.42822,300.8745,298.9751
25/02/2000,299.81763,298.8357,298.4607,300.88452,298.9607
26/02/2000,299.77612,298.87085,298.49683,300.8943,298.9519
27/02/2000,299.69653,298.90942,298.54907,300.88013,298.9602
28/02/2000,299.60327,298.9602,298.61108,300.83472,298.9773
29/02/2000,299.5039,298.94727,298.64648,300.78223,298.98242
01/03/2000,299.4751,298.9458,298.68506,300.73096,298.98584
02/03/2000,299.49536,298.96948,298.71265,300.6902,299.0105
03/03/2000,299.5149,299.02466,298.74878,300.65503,299.04468
04/03/2000,299.57617,299.12646,298.79053,300.63232,299.08447
05/03/2000,299.65356,299.28003,298.84155,300.64722,299.13257
06/03/2000,299.71753,299.3977,298.87036,300.67603,299.14868
07/03/2000,299.77734,299.51465,298.88184,300.7256,299.14258
08/03/2000,299.82544,299.63208,298.88306,300.77466,299.13794
09/03/2000,299.88623,299.7544,298.90283,300.7964,299.15674
10/03/2000,299.917,299.81787,298.938,300.76807,299.18018
11/03/2000,299.9536,299.78955,298.95557,300.72314,299.18213
12/03/2000,299.90918,299.74414,298.96875,300.6797,299.18848
13/03/2000,299.76514,299.72168,298.99023,300.625,299.20117
14/03/2000,299.67285,299.78027,299.02344,300.59863,299.20898
15/03/2000,299.61304,299.89526,299.0642,300.61597,299.22046
16/03/2000,299.59863,299.99805,299.07812,300.6543,299.22266
17/03/2000,299.58154,300.11816,299.09277,300.6963,299.22852
18/03/2000,299.6001,300.21387,299.13184,300.7412,299.23633
19/03/2000,299.61963,300.34814,299.2246,300.78223,299.2588
20/03/2000,299.6577,300.42432,299.33496,300.78027,299.29102
21/03/2000,299.68555,300.43408,299.4082,300.75293,299.31738
22/03/2000,299.6853,300.4182,299.469,300.719,299.344
23/03/2000,299.70605,300.40088,299.53613,300.6963,299.37402
24/03/2000,299.7666,300.4004,299.6455,300.7129,299.43457
25/03/2000,299.8037,300.4502,299.74707,300.7588,299.47852
26/03/2000,299.8357,300.50806,299.79663,300.7937,299.5066
27/03/2000,299.88623,300.5498,299.81445,300.8164,299.52148
28/03/2000,299.93604,300.60254,299.8125,300.8369,299.5498
29/03/2000,299.98804,300.6975,299.82544,300.87427,299.60474
30/03/2000,300.0271,300.82446,299.85474,300.8938,299.66333
31/03/2000,300.04248,300.91992,299.87598,300.89844,299.708
01/04/2000,300.0376,300.958,299.9043,300.9043,299.73047
02/04/2000,300.0498,300.96143,299.9463,300.94238,299.75293
03/04/2000,300.0293,300.93652,300.00488,301.00684,299.78223
04/04/2000,299.98193,300.88037,300.06738,301.07227,299.79395
05/04/2000,299.88037,300.80957,300.11133,301.125,299.7666
06/04/2000,299.70605,300.7173,300.10352,301.1621,299.7373
07/04/2000,299.5769,300.6189,300.0857,301.18823,299.73218
08/04/2000,299.5193,300.53247,300.07837,301.20142,299.761
09/04/2000,299.4961,300.51318,300.0713,301.20605,299.8164
10/04/2000,299.48535,300.55762,300.08594,301.19043,299.89355
11/04/2000,299.53662,300.60156,300.11914,301.1631,299.98438
12/04/2000,299.57812,300.63672,300.14062,301.1338,300.0752
13/04/2000,299.6814,300.68384,300.13208,301.08228,300.136
14/04/2000,299.8474,300.73804,300.12183,301.0232,300.1599
15/04/2000,299.95117,300.76758,300.11816,300.98242,300.14062
16/04/2000,299.9829,300.76904,300.1123,300.95312,300.09863
17/04/2000,299.9353,300.74585,300.10718,300.95483,300.05737
18/04/2000,299.87744,300.72314,300.0996,300.9756,300.04883
19/04/2000,299.84766,300.70996,300.10254,301.00586,300.06738
20/04/2000,299.82178,300.71094,300.10938,301.0459,300.09277
21/04/2000,299.7871,300.71875,300.1289,301.0791,300.13086
22/04/2000,299.66797,300.71387,300.1543,301.12988,300.16797
23/04/2000,299.5161,300.65234,300.1582,301.1748,300.1953
24/04/2000,299.31714,300.57056,300.15845,301.22876,300.21802
25/04/2000,299.1328,300.49902,300.1582,301.26074,300.2539
26/04/2000,298.989,300.4348,300.1604,301.2561,300.28247
27/04/2000,298.9026,300.35962,300.16138,301.24536,300.28247
28/04/2000,298.82202,300.27612,300.13843,301.23804,300.2351
29/04/2000,298.8296,300.18604,300.0923,301.21533,300.1245
30/04/2000,298.91064,300.14648,300.05908,301.18896,300.01416
01/05/2000,298.91406,300.15283,300.05127,301.15186,299.99463
02/05/2000,298.886,300.14478,300.06177,301.11743,300.0022
03/05/2000,298.81226,300.1106,300.0686,301.11157,300.02466
04/05/2000,298.7173,300.0835,300.06885,301.14014,300.05518
05/05/2000,298.53638,300.07544,300.0735,301.1858,300.12036
06/05/2000,298.36304,300.05298,300.07837,301.24536,300.24243
07/05/2000,298.19043,300.0376,300.10107,301.3081,300.38037
08/05/2000,297.95874,300.03882,300.14917,301.39624,300.5066
09/05/2000,297.77588,300.05225,300.18604,301.44482,300.56787
10/05/2000,297.66235,300.0569,300.20825,301.46313,300.56958
11/05/2000,297.58643,300.05518,300.22852,301.47852,300.51953
12/05/2000,297.48804,300.05103,300.25415,301.47485,300.4856
13/05/2000,297.25854,300.05835,300.30103,301.5022,300.4807
14/05/2000,297.01,300.07642,300.34692,301.5442,300.51782
15/05/2000,296.80103,300.08228,300.37817,301.5891,300.57153
16/05/2000,296.64624,300.08374,300.39087,301.6477,300.62915
17/05/2000,296.5569,300.0813,300.4026,301.67505,300.67212
18/05/2000,296.54517,300.09644,300.4319,301.6809,300.7102
19/05/2000,296.57544,300.11792,300.47095,301.69067,300.72583
20/05/2000,296.6853,300.12622,300.48853,301.6809,300.70435
21/05/2000,296.81763,300.1267,300.48657,301.64966,300.66724
22/05/2000,296.95386,300.09692,300.47778,301.6184,300.64868
23/05/2000,297.0525,300.04565,300.4641,301.58325,300.6604
24/05/2000,297.05713,299.9878,300.45117,301.54688,300.6914
25/05/2000,296.9607,299.94946,300.42896,301.52173,300.72876
26/05/2000,296.83813,299.90356,300.41138,301.50903,300.77173
27/05/2000,296.7439,299.8557,300.40845,301.5315,300.79712
28/05/2000,296.70142,299.7683,300.3977,301.5774,300.83423
29/05/2000,296.72632,299.70288,300.37915,301.6194,300.89478
30/05/2000,296.8308,299.6731,300.40063,301.65454,300.9397
31/05/2000,296.90015,299.66528,300.4358,301.70142,300.9651
01/06/2000,296.93872,299.65698,300.47095,301.7561,300.9485
02/06/2000,296.91382,299.6057,300.47974,301.82544,300.9309
03/06/2000,296.85254,299.5464,300.46045,301.88232,300.9419
04/06/2000,296.76636,299.5022,300.4275,301.90698,300.94507
05/06/2000,296.64966,299.47046,300.39087,301.91138,300.94458
06/06/2000,296.50708,299.427,300.35278,301.9065,300.93872
07/06/2000,296.33374,299.3606,300.31958,301.9182,300.927
08/06/2000,296.18994,299.2837,300.30127,301.93506,300.91846
09/06/2000,296.0857,299.20776,300.27905,301.93628,300.91382
10/06/2000,296.04004,299.146,300.271,301.92236,300.9087
11/06/2000,295.98584,299.12354,300.28906,301.90625,300.91406
12/06/2000,295.89087,299.15894,300.34692,301.89868,300.91235
13/06/2000,295.75708,299.21997,300.40942,301.89673,300.8938
14/06/2000,295.68433,299.27808,300.4651,301.89868,300.88794
15/06/2000,295.64795,299.34082,300.50537,301.89014,300.88623
16/06/2000,295.65088,299.41553,300.53955,301.8911,300.89404
17/06/2000,295.68823,299.50024,300.57446,301.8977,300.91235
18/06/2000,295.73706,299.56274,300.59497,301.90356,300.9319
19/06/2000,295.78345,299.5598,300.5813,301.89575,300.93872
20/06/2000,295.80786,299.52026,300.5569,301.89966,300.93774
21/06/2000,295.79028,299.46167,300.52563,301.9143,300.9485
22/06/2000,295.76367,299.41357,300.49902,301.9297,300.9834
23/06/2000,295.70874,299.39087,300.4729,301.92212,301.03638
24/06/2000,295.64282,299.35815,300.44556,301.90552,301.0852
25/06/2000,295.5359,299.3152,300.42212,301.88403,301.1145
26/06/2000,295.37378,299.26,300.3694,301.85962,301.136
27/06/2000,295.15088,299.18408,300.29492,301.8291,301.12305
28/06/2000,294.94385,299.11377,300.20703,301.82617,301.04492
29/06/2000,294.77588,299.0498,300.1416,301.8584,300.95605
30/06/2000,294.6499,299.00244,300.09375,301.89648,300.8672
01/07/2000,294.58447,298.97998,300.0537,301.91797,300.78027
02/07/2000,294.5337,299.0005,300.01172,301.90234,300.70605
03/07/2000,294.48608,299.08813,300.01,301.86157,300.6692
04/07/2000,294.5066,299.20386,300.04224,301.8098,300.67798
05/07/2000,294.5586,299.28857,300.08643,301.75635,300.71045
06/07/2000,294.60645,299.31885,300.12842,301.69385,300.771
07/07/2000,294.66016,299.29736,300.15186,301.64502,300.83545
08/07/2000,294.67896,299.19165,300.11792,301.65405,300.8728
09/07/2000,294.656,299.0359,300.0354,301.70728,300.89282
10/07/2000,294.6023,298.85864,299.9397,301.80884,300.89478
11/07/2000,294.53516,298.6963,299.85938,301.88965,300.90723
12/07/2000,294.44263,298.5725,299.8069,301.94165,300.927
13/07/2000,294.33398,298.52637,299.81543,301.94336,300.93848
14/07/2000,294.2019,298.5735,299.88013,301.87427,300.9309
15/07/2000,294.1001,298.64453,299.9873,301.77832,300.917
16/07/2000,293.99658,298.69336,300.08594,301.7119,300.9121
17/07/2000,293.92188,298.68848,300.1211,301.72363,300.93066
18/07/2000,293.86475,298.64014,300.083,301.74902,300.9541
19/07/2000,293.82812,298.56006,299.9961,301.78125,300.95215
20/07/2000,293.80225,298.48193,299.89746,301.8203,300.94824
21/07/2000,293.7705,298.39307,299.81152,301.88086,300.9668
22/07/2000,293.7605,298.3689,299.75903,301.96997,301.00708
23/07/2000,293.6902,298.3772,299.76782,302.05103,301.03052
24/07/2000,293.62354,298.36816,299.82227,302.09375,301.02832
25/07/2000,293.56982,298.37012,299.89258,302.08984,301.0293
26/07/2000,293.54053,298.37988,299.9668,302.0918,301.05957
27/07/2000,293.5669,298.4082,300.0332,302.15918,301.1172
28/07/2000,293.61865,298.41748,300.05273,302.2256,301.19336
29/07/2000,293.68213,298.417,300.03027,302.24707,301.26562
30/07/2000,293.74365,298.4087,299.97852,302.24512,301.3164
31/07/2000,293.7627,298.41602,299.9209,302.25488,301.3457
01/08/2000,293.78125,298.41943,299.88965,302.30566,301.3506
02/08/2000,293.81738,298.41455,299.87305,302.37988,301.32422
03/08/2000,293.73047,298.40723,299.86426,302.44238,301.26953
04/08/2000,293.583,298.3838,299.87793,302.47852,301.1953
05/08/2000,293.47412,298.35205,299.8877,302.5039,301.10645
06/08/2000,293.41162,298.2998,299.9043,302.51953,301.042
07/08/2000,293.43872,298.2068,299.91675,302.5066,301.01636
08/08/2000,293.52026,298.1311,299.9148,302.4724,301.0144
09/08/2000,293.63403,298.03687,299.9104,302.42993,301.0276
10/08/2000,293.71973,297.97852,299.89258,302.3916,301.07617
11/08/2000,293.74048,297.9392,299.8816,302.3816,301.12573
12/08/2000,293.6499,297.92236,299.87158,302.4253,301.16162
13/08/2000,293.5022,297.9109,299.86694,302.50073,301.17944
14/08/2000,293.36108,297.9348,299.86646,302.55884,301.18774
15/08/2000,293.24316,297.9463,299.86768,302.5962,301.1753
16/08/2000,293.20093,297.93286,299.88013,302.5647,301.15942
17/08/2000,293.18237,297.89868,299.8557,302.5022,301.13208
18/08/2000,293.20996,297.85107,299.82373,302.41357,301.0952
19/08/2000,293.25,297.7881,299.8003,302.3081,301.04834
20/08/2000,293.31836,297.75146,299.7798,302.21436,301.0044
21/08/2000,293.39258,297.79834,299.77295,302.18018,300.94873
22/08/2000,293.44385,297.8794,299.77783,302.19873,300.90576
23/08/2000,293.4475,297.95044,299.78638,302.2434,300.87427
24/08/2000,293.4126,298.01025,299.8042,302.30908,300.84717
25/08/2000,293.3589,298.0586,299.8081,302.39795,300.82666
26/08/2000,293.3711,298.09424,299.7837,302.51123,300.8247
27/08/2000,293.25586,298.1162,299.73096,302.6079,300.8335
28/08/2000,293.13672,298.0923,299.6792,302.65576,300.8452
29/08/2000,293.04663,298.06714,299.63257,302.67847,300.865
30/08/2000,292.98462,298.03833,299.5974,302.71167,300.90503
31/08/2000,292.9856,298.08423,299.594,302.7766,300.9768
01/09/2000,293.0686,298.14087,299.64038,302.83472,301.06714
02/09/2000,293.20728,298.15796,299.68872,302.85767,301.136
03/09/2000,293.4016,298.1985,299.7356,302.86157,301.16626
04/09/2000,293.52295,298.25537,299.75928,302.8579,301.17432
05/09/2000,293.52173,298.29614,299.76196,302.85474,301.16235
06/09/2000,293.49414,298.32275,299.73584,302.84814,301.12744
07/09/2000,293.44385,298.31006,299.67432,302.8247,301.08545
08/09/2000,293.36182,298.2954,299.60303,302.78564,301.0337
09/09/2000,293.2578,298.271,299.55518,302.76318,300.9839
10/09/2000,293.13135,298.23486,299.52686,302.76025,300.94092
11/09/2000,293.0288,298.2212,299.51123,302.79736,300.93018
12/09/2000,292.94434,298.2124,299.5288,302.85107,300.9458
13/09/2000,292.91748,298.21143,299.56738,302.9121,300.96484
14/09/2000,292.91797,298.21777,299.59375,302.97363,300.96582
15/09/2000,292.8833,298.2041,299.6079,303.0161,300.96045
16/09/2000,292.87158,298.14844,299.604,303.03174,300.95264
17/09/2000,292.8921,298.1001,299.60498,303.02393,300.94482
18/09/2000,292.91846,298.08057,299.59033,302.9956,300.9292
19/09/2000,292.938,298.05908,299.58838,302.95264,300.91846
20/09/2000,292.94336,298.04785,299.60107,302.90186,300.91748
21/09/2000,292.92017,298.06226,299.6355,302.86304,300.9402
22/09/2000,292.89502,298.063,299.6787,302.82715,300.95312
23/09/2000,292.8794,298.08838,299.7173,302.81396,300.96533
24/09/2000,292.88428,298.12305,299.7495,302.7798,300.9751
25/09/2000,292.85547,298.13037,299.73975,302.70654,300.9663
26/09/2000,292.78174,298.09424,299.70947,302.65967,300.94775
27/09/2000,292.73145,298.0503,299.66064,302.6714,300.93604
28/09/2000,292.70728,297.99878,299.60278,302.67798,300.91235
29/09/2000,292.75293,297.98877,299.5581,302.64307,300.8579
30/09/2000,292.82446,298.03394,299.53442,302.5354,300.76978
01/10/2000,292.92358,298.1062,299.5432,302.39868,300.7102
02/10/2000,293.02856,298.18433,299.59204,302.28345,300.6936
03/10/2000,293.13647,298.25513,299.64087,302.20532,300.6819
04/10/2000,293.21118,298.31274,299.67212,302.16528,300.65454
05/10/2000,293.27905,298.31763,299.67407,302.15454,300.58228
06/10/2000,293.34937,298.27466,299.6438,302.17896,300.51
07/10/2000,293.3894,298.24097,299.59692,302.25122,300.4602
08/10/2000,293.4348,298.19067,299.54224,302.36157,300.3977
09/10/2000,293.46338,298.1538,299.47705,302.4829,300.35498
10/10/2000,293.4729,298.11157,299.4182,302.56567,300.3479
11/10/2000,293.45508,298.07764,299.39697,302.59717,300.3628
12/10/2000,293.41016,298.06152,299.43213,302.57568,300.39795
13/10/2000,293.36523,298.07666,299.46338,302.5249,300.44678
14/10/2000,293.35693,298.09277,299.46924,302.46045,300.49854
15/10/2000,293.36523,298.11035,299.43408,302.4204,300.55127
16/10/2000,293.36963,298.11328,299.37842,302.41553,300.63135
17/10/2000,293.35498,298.1333,299.354,302.42236,300.70752
18/10/2000,293.36816,298.16895,299.3296,302.41064,300.7378
19/10/2000,293.39014,298.19385,299.2881,302.4082,300.74023
20/10/2000,293.43457,298.1494,299.23828,302.40723,300.7129
21/10/2000,293.48145,298.083,299.20996,302.41504,300.65332
22/10/2000,293.51782,298.052,299.20483,302.42456,300.52612
23/10/2000,293.57178,298.03467,299.20508,302.45898,300.43457
24/10/2000,293.62988,297.9756,299.1919,302.49072,300.37744
25/10/2000,293.67432,297.89307,299.1548,302.52197,300.3423
26/10/2000,293.73486,297.8213,299.1167,302.54932,300.35693
27/10/2000,293.7981,297.77417,299.08716,302.55005,300.42993
28/10/2000,293.84863,297.7412,299.06738,302.542,300.54688
29/10/2000,293.8872,297.7202,299.03516,302.51367,300.6836
30/10/2000,293.92236,297.68604,298.9834,302.5166,300.73828
31/10/2000,293.94092,297.66797,298.94922,302.55273,300.73047
01/11/2000,293.91504,297.6914,298.94922,302.59668,300.66895
02/11/2000,293.85645,297.69678,298.95508,302.61914,300.5918
03/11/2000,293.7832,297.68066,298.96582,302.61914,300.53906
04/11/2000,293.7085,297.67432,298.9746,302.58594,300.54785
05/11/2000,293.74854,297.68018,298.96973,302.53516,300.57617
06/11/2000,293.90674,297.71094,298.99316,302.48145,300.61035
07/11/2000,294.02686,297.76416,299.01953,302.44727,300.65332
08/11/2000,294.08008,297.77344,299.04785,302.4297,300.69727
09/11/2000,294.0371,297.77783,299.0586,302.4209,300.7295
10/11/2000,293.94385,297.78613,299.0752,302.4287,300.7412
11/11/2000,293.8755,297.81104,299.08984,302.45898,300.73047
12/11/2000,293.77637,297.81787,299.10254,302.49316,300.69043
13/11/2000,293.67627,297.82373,299.10742,302.5244,300.6504
14/11/2000,293.5747,297.83936,299.09668,302.52344,300.62793
15/11/2000,293.4912,297.79053,299.07666,302.50537,300.6333
16/11/2000,293.4463,297.729,299.063,302.46826,300.64697
17/11/2000,293.46997,297.67896,299.04224,302.4192,300.67212
18/11/2000,293.56372,297.6438,299.02563,302.3645,300.67114
19/11/2000,293.65405,297.66382,299.0227,302.27368,300.64478
20/11/2000,293.73462,297.7317,299.03052,302.17017,300.59204
21/11/2000,293.83154,297.8203,299.03418,302.1172,300.52734
22/11/2000,293.9275,297.90015,299.0359,302.11304,300.47827
23/11/2000,294.03516,297.94336,299.03857,302.10693,300.46338
24/11/2000,294.20923,297.97192,299.0647,302.12036,300.42993
25/11/2000,294.35767,297.98804,299.11646,302.14673,300.40942
26/11/2000,294.47852,297.97363,299.15967,302.18408,300.41162
27/11/2000,294.5652,297.9348,299.2024,302.22192,300.427
28/11/2000,294.62744,297.90674,299.22998,302.26318,300.42334
29/11/2000,294.719,297.91968,299.24536,302.28052,300.39478
30/11/2000,294.80054,297.95337,299.22095,302.2483,300.3684
01/12/2000,294.80908,297.9917,299.1587,302.19482,300.3745
02/12/2000,294.79614,298.0432,299.10474,302.1438,300.37427
03/12/2000,294.80444,298.10767,299.03784,302.09937,300.31323
04/12/2000,294.86328,298.1411,298.97168,302.04004,300.19727
05/12/2000,294.9475,298.13696,298.93384,301.9817,300.0813
06/12/2000,295.05542,298.1194,298.9358,301.95142,300.00317
07/12/2000,295.14648,298.09033,298.91895,301.9707,299.92578
08/12/2000,295.1975,298.04907,298.90942,301.94165,299.8684
09/12/2000,295.17065,297.96997,298.906,301.83276,299.82886
10/12/2000,295.13745,297.89917,298.93384,301.75024,299.8313
11/12/2000,295.10742,297.85596,298.97363,301.72363,299.875
12/12/2000,295.07983,297.8318,299.01,301.71802,299.92993
13/12/2000,295.08447,297.81543,299.02344,301.7129,299.9961
14/12/2000,295.16455,297.76758,299.0288,301.72607,300.0835
15/12/2000,295.29126,297.7439,299.0476,301.73022,300.1355
16/12/2000,295.42163,297.7644,299.05493,301.73657,300.12622
17/12/2000,295.5569,297.7932,299.04614,301.73657,300.08423
18/12/2000,295.6626,297.812,299.0171,301.77002,300.04443
19/12/2000,295.70093,297.7561,298.9485,301.81177,300.03345
20/12/2000,295.68872,297.63696,298.8689,301.8435,300.031
21/12/2000,295.67407,297.55103,298.80493,301.86548,300.02856
22/12/2000,295.62085,297.50073,298.77173,301.88403,300.03735
23/12/2000,295.57373,297.4453,298.74365,301.88623,300.05615
24/12/2000,295.54053,297.39502,298.72803,301.89502,300.06982
25/12/2000,295.52466,297.36255,298.72974,301.86646,300.0735
26/12/2000,295.5625,297.37695,298.75928,301.85205,300.02588
27/12/2000,295.66016,297.43018,298.81445,301.82617,299.96777
28/12/2000,295.78955,297.51514,298.88623,301.8169,299.92432
29/12/2000,295.9319,297.6272,298.96704,301.802,299.9182
30/12/2000,296.06396,297.66553,299.03906,301.81934,299.99316
31/12/2000,296.19336,297.65186,299.0713,301.88672,300.11328
01/01/2001,296.30054,297.6438,299.10327,301.97827,300.2312
02/01/2001,296.42407,297.6609,299.13745,302.00464,300.32104
03/01/2001,296.51733,297.72046,299.16333,302.01978,300.37915
04/01/2001,296.52832,297.7837,299.15186,302.02002,300.38037
05/01/2001,296.50073,297.82153,299.115,302.00366,300.32007
06/01/2001,296.5,297.8745,299.0625,301.9746,300.24414
07/01/2001,296.5205,297.9546,299.01904,301.91553,300.15283
08/01/2001,296.58032,298.05884,299.0061,301.8479,300.04907
09/01/2001,296.70312,298.13477,299.00342,301.80713,299.99365
10/01/2001,296.83276,298.1565,299.00024,301.78735,299.99634
11/01/2001,297.00098,298.1577,299.00537,301.78662,300.0337
12/01/2001,297.219,298.18628,299.02222,301.78687,300.0525
13/01/2001,297.39233,298.24585,299.0769,301.78394,300.0564
14/01/2001,297.4563,298.31958,299.13647,301.7859,300.0437
15/01/2001,297.4209,298.37158,299.20068,301.79834,300.0327
16/01/2001,297.3723,298.39526,299.24097,301.8015,300.02417
17/01/2001,297.34155,298.40112,299.2439,301.7849,300.0066
18/01/2001,297.3955,298.41113,299.23926,301.75195,299.96777
19/01/2001,297.48267,298.42554,299.24585,301.7019,299.93335
20/01/2001,297.58838,298.44092,299.24756,301.6587,299.91357
21/01/2001,297.7141,298.42798,299.2312,301.614,299.8855
22/01/2001,297.81787,298.41553,299.22705,301.56787,299.8462
23/01/2001,297.82812,298.38428,299.19482,301.53564,299.78076
24/01/2001,297.8357,298.36694,299.1604,301.51685,299.73657
25/01/2001,297.86963,298.32812,299.1338,301.5127,299.70117
26/01/2001,297.91602,298.2837,299.1167,301.52393,299.67236
27/01/2001,297.87573,298.2644,299.10327,301.5437,299.6433
28/01/2001,297.80786,298.29175,299.08667,301.55444,299.58765
29/01/2001,297.76733,298.34546,299.07788,301.55054,299.53687
30/01/2001,297.7495,298.42725,299.0879,301.53223,299.52246
31/01/2001,297.6931,298.53052,299.09937,301.52808,299.51538
01/02/2001,297.71313,298.6306,299.1189,301.51733,299.5105
02/02/2001,297.81055,298.7163,299.11865,301.50732,299.52002
03/02/2001,297.95093,298.7556,299.1067,301.5266,299.54712
04/02/2001,298.12158,298.7827,299.07764,301.55908,299.58057
05/02/2001,298.3213,298.80322,299.0625,301.58594,299.61816
06/02/2001,298.47876,298.8308,299.0515,301.5642,299.65112
07/02/2001,298.6067,298.86597,299.04272,301.4734,299.68433
08/02/2001,298.69043,298.88428,299.03418,301.3252,299.6875
09/02/2001,298.70752,298.9048,299.02197,301.1919,299.66357
10/02/2001,298.7268,298.927,299.0227,301.08813,299.62427
11/02/2001,298.75708,298.95288,299.0398,301.0066,299.5808
12/02/2001,298.8169,298.98975,299.0752,300.93262,299.57715
13/02/2001,298.85376,299.03882,299.12964,300.89136,299.60522
14/02/2001,298.91602,299.09375,299.18457,300.90234,299.65625
15/02/2001,299.00195,299.14355,299.2373,300.97168,299.7168
16/02/2001,299.10522,299.2024,299.2727,301.05298,299.77075
17/02/2001,299.22925,299.26636,299.2732,301.15112,299.74976
18/02/2001,299.32593,299.31226,299.2439,301.21948,299.6941
19/02/2001,299.36694,299.33716,299.2024,301.23364,299.6233
20/02/2001,299.38013,299.34888,299.1394,301.23022,299.54858
21/02/2001,299.417,299.35254,299.08203,301.24023,299.47363
22/02/2001,299.51953,299.40186,299.04736,301.28174,299.41162
23/02/2001,299.67505,299.47876,299.04077,301.35425,299.38452
24/02/2001,299.80786,299.55737,299.05054,301.41968,299.40698
25/02/2001,299.92285,299.65332,299.08984,301.4756,299.4541
26/02/2001,300.00806,299.76733,299.1599,301.52026,299.51147
27/02/2001,300.10278,299.9187,299.2517,301.55933,299.54272
28/02/2001,300.13208,300.05347,299.32593,301.58472,299.54468
01/03/2001,300.0669,300.1167,299.3286,301.56006,299.51123
02/03/2001,299.98438,300.14893,299.33154,301.51904,299.49756
03/03/2001,299.93408,300.19482,299.35205,301.479,299.51514
04/03/2001,300.00635,300.2798,299.44287,301.4663,299.58154
05/03/2001,300.15625,300.39697,299.563,301.4878,299.66943
06/03/2001,300.34253,300.48657,299.6438,301.51294,299.71118
07/03/2001,300.51318,300.54395,299.70898,301.50488,299.76367
08/03/2001,300.66992,300.5869,299.78027,301.5039,299.84863
09/03/2001,300.77612,300.60474,299.86987,301.52417,299.96753
10/03/2001,300.74585,300.5901,299.94214,301.54175,300.0476
11/03/2001,300.6228,300.54175,299.9602,301.51978,300.0559
12/03/2001,300.4807,300.46362,299.9485,301.43677,300.04126
